0	4
2	30
4	110
6	238
8	414
10	682
12	1066
14	1410
16	2006
18	2546
20	3066
22	3818
24	4850
26	5562
28	6322
30	7874
32	9042
34	10430
36	11618
38	13026
40	14678
42	16426
44	17730
46	19834
48	22246
50	23766
52	25546
54	28270
56	30666
58	32686
60	34526
62	38682
64	40690
66	44354
68	47886
70	50126
72	53582
74	56850
76	59906
78	63358
80	67878
82	71546
84	74630
86	78126
88	82058
90	84994
92	90582
94	94810
96	98746
98	103554
100	110494
102	115978
104	119910
106	125618
108	130582
110	134754
112	139442
114	145130
116	150462
118	155414
120	159962
122	166542
124	172750
126	180086
128	187566
130	193618
132	199766
134	205470
136	211802
138	221566
140	228702
142	235378
144	240410
146	250782
148	255982
150	264854
152	270198
154	281170
156	288566
158	297966
160	304934
162	315242
164	322410
166	330994
168	341042
170	348498
172	356726
174	363650
176	372054
178	380554
180	393494
182	400038
184	408110
186	417758
188	426762
190	440446
192	452006
194	462930
196	473194
198	484366
200	494058
202	502222
204	516190
206	529506
208	538802
210	547334
212	555078
214	567170
216	575918
218	598746
220	610402
222	628414
224	642150
226	650582
228	662726
230	671286
232	685486
234	697010
236	705786
238	716522
240	734086
242	749898
244	760970
246	774098
248	786342
250	801694
252	813142
254	822630
256	833194
258	847966
260	868086
262	877894
264	899410
266	912606
268	926974
270	943622
272	957138
274	977350
276	989998
278	1004958
280	1024526
282	1045402
284	1064190
286	1075102
288	1086062
290	1106382
292	1121018
294	1140470
296	1158894
298	1183442
300	1199786
302	1211394
304	1226710
306	1244578
308	1260102
310	1283186
312	1302706
314	1314810
316	1330766
318	1348094
320	1368102
322	1383086
324	1399450
326	1425066
328	1452206
330	1470302
332	1491174
334	1508170
336	1529306
338	1546518
340	1563826
342	1583974
344	1609770
346	1624654
348	1640998
350	1664442
352	1680986
354	1696190
356	1712886
358	1735406
360	1759514
362	1776522
364	1800910
366	1818118
368	1860498
370	1883938
372	1901554
374	1917750
376	1953614
378	1977622
380	1997202
382	2027602
384	2047430
386	2067354
388	2087374
390	2102798
392	2121414
394	2141690
396	2158886
398	2179338
400	2204698
402	2230202
404	2259090
406	2276758
408	2292854
410	2328726
412	2348318
414	2371310
416	2401086
418	2427686
420	2449378
422	2476242
424	2510050
426	2530402
428	2549118
430	2586862
432	2614454
434	2642190
436	2664826
438	2692826
440	2719206
442	2754574
444	2777690
446	2827722
448	2845762
450	2874674
452	2901918
454	2927470
456	2951306
458	2986254
460	3004798
462	3054874
464	3075510
466	3099946
468	3122602
470	3149106
472	3177614
474	3202450
476	3233106
478	3263906
480	3302546
482	3339462
484	3359110
486	3378806
488	3422022
490	3453694
492	3479594
494	3503610
496	3525718
498	3551882
500	3588162
502	3614558
504	3649130
506	3673722
508	3702466
510	3739498
512	3768498
514	3801730
516	3826834
518	3860322
520	3889786
522	3934006
524	3957450
526	3997822
528	4023574
530	4060026
532	4100902
534	4122710
536	4163898
538	4192342
540	4231702
542	4256034
544	4282610
546	4313642
548	4355766
550	4409102
552	4431742
554	4461090
556	4486078
558	4529018
560	4569906
562	4606466
564	4631870
566	4680018
568	4703354
570	4742726
572	4766214
574	4831150
576	4866418
578	4897182
580	4928042
582	4958998
584	4985370
586	5016502
588	5052442
590	5114514
592	5146054
594	5184830
596	5221362
598	5267606
600	5314042
602	5355846
604	5385710
606	5418082
608	5460294
610	5507554
612	5537842
614	5563290
616	5613466
618	5653946
620	5702022
622	5735338
624	5796250
626	5822322
628	5850958
630	5884706
632	5923614
634	5972810
636	6017102
638	6048774
640	6101038
642	6156082
644	6182970
646	6212494
648	6252466
650	6329022
652	6369362
654	6422930
656	6463566
658	6501694
660	6534646
662	6572982
664	6608770
666	6652658
668	6688662
670	6722078
672	6758266
674	6802650
676	6849886
678	6899998
680	6944838
682	6976162
684	7013030
686	7080222
688	7125638
690	7171198
692	7219674
694	7271090
696	7300378
698	7371654
700	7403962
702	7456018
704	7505430
706	7560658
708	7630258
710	7668846
712	7710382
714	7746310
716	7788054
718	7824158
720	7857458
722	7919742
724	7950350
726	8001362
728	8046702
730	8080474
732	8146562
734	8186430
736	8226394
738	8310794
740	8359962
742	8397386
744	8428930
746	8469486
748	8522122
750	8562902
752	8609802
754	8668910
756	8703986
758	8778594
760	8829122
762	8870638
764	8915310
766	8963162
768	8998838
770	9037662
772	9073474
774	9115550
776	9173262
778	9234266
780	9298586
782	9375642
784	9437270
786	9502238
788	9542166
790	9597994
792	9641294
794	9684690
796	9744122
798	9797338
800	9841086
802	9897778
804	9977170
806	10011642
808	10059106
810	10103438
812	10173882
814	10218470
816	10256618
818	10317762
820	10362662
822	10407658
824	10456050
826	10507862
828	10546538
830	10591926
832	10644074
834	10723070
836	10795626
838	10854982
840	10901042
842	10994406
844	11064430
846	11100782
848	11154162
850	11194054
852	11257894
854	11318490
856	11403242
858	11443598
860	11501238
862	11548666
864	11596190
866	11650746
868	11708906
870	11781146
872	11839626
874	11887750
876	11967542
878	12005382
880	12053842
882	12120058
884	12161670
886	12238826
888	12287758
890	12379554
892	12428774
894	12470930
896	12516738
898	12569818
900	12615802
902	12676314
904	12740590
906	12801398
908	12869622
910	12952598
912	13013902
914	13086330
916	13162618
918	13220734
920	13282662
922	13326274
924	13388450
926	13435938
928	13531814
930	13605634
932	13660986
934	13712710
936	13775774
938	13884054
940	13958794
942	14052586
944	14097510
946	14169014
948	14214122
950	14278314
952	14338838
954	14395670
956	14444958
958	14498162
960	14555306
962	14604858
964	14650630
966	14711938
968	14804382
970	14854358
972	14931658
974	14989650
976	15043846
978	15109886
980	15160374
982	15242398
984	15285230
986	15383382
988	15473894
990	15540862
992	15623862
994	15675230
996	15718702
998	15798186
1000	15869854
1002	15921622
1004	15981510
1006	16097902
1008	16166198
1010	16254858
1012	16327534
1014	16404430
1016	16453026
1018	16509838
1020	16574914
1022	16668762
1024	16742350
1026	16799666
1028	16894122
1030	16951702
1032	17009378
1034	17063010
1036	17149906
1038	17220386
1040	17266026
1042	17336746
1044	17407610
1046	17512122
1048	17574946
1050	17633678
1052	17738838
1054	17789410
1056	17856958
1058	17933106
1060	18064586
1062	18128402
1064	18188070
1066	18273442
1068	18346178
1070	18419058
1072	18504958
1074	18552350
1076	18625638
1078	18707702
1080	18768322
1082	18829038
1084	18894190
1086	18955106
1088	19029186
1090	19085954
1092	19151546
1094	19234770
1096	19322558
1098	19388558
1100	19459074
1102	19520894
1104	19587230
1106	19675818
1108	19791214
1110	19849126
1112	19924926
1114	20000870
1116	20103766
1118	20157666
1120	20207146
1122	20306086
1124	20360250
1126	20437018
1128	20554574
1130	20645274
1132	20704442
1134	20786390
1136	20859402
1138	20927986
1140	21001246
1142	21079206
1144	21157310
1146	21235558
1148	21327738
1150	21392486
1152	21489614
1154	21568470
1156	21619702
1158	21721978
1160	21805902
1162	21871378
1164	21946270
1166	22011954
1168	22063706
1170	22157662
1172	22209582
1174	22275650
1176	22355938
1178	22450518
1180	22531118
1182	22597666
1184	22754370
1186	22835506
1188	22897762
1190	22969626
1192	23051146
